0.000000000000000000e+00 1.000000000000000021e-03 1.014550000000000146e+05 3.398883219515811284e-06 2.223222335138742151e-02 9.701136561392558200e-01 5.073930142784229247e+03 1.012783146204604634e+00 1.368136821623841648e+00 8.727092684278612214e-12 0.000000000000000000e+00
5.050505050505050934e-03 6.447983965589439148e-03 1.014532008888578421e+05 3.394044075346391512e-06 2.209561066651206940e-02 6.393605751917138313e+00 5.072131031642056769e+03 1.011341200912485805e+00 1.359729887169973672e+00 8.673408903083752817e-12 0.000000000000000000e+00
1.010101010101010187e-02 1.193418912671180727e-02 1.014514128591799235e+05 3.389023797589720754e-06 2.195919629283030194e-02 1.209852794962468003e+01 5.070343001964138239e+03 1.009845282290737334e+00 1.351335156481864974e+00 8.619801286009737617e-12 0.000000000000000000e+00
1.515151515151515194e-02 1.745722369438127558e-02 1.014496358945752581e+05 3.383813062460942896e-06 2.182298770494593698e-02 1.809877995507635973e+01 5.068566037359472830e+03 1.008292612082046125e+00 1.342953089535134925e+00 8.566272670211487319e-12 0.000000000000000000e+00
2.020202020202020374e-02 2.301542294418599047e-02 1.014478699780310271e+05 3.378402342952970454e-06 2.168699275660883330e-02 2.440856416901726078e+01 5.066800120815241826e+03 1.006680351473899782e+00 1.334584169637466955e+00 8.512826039133649319e-12 0.000000000000000000e+00
2.525252525252525554e-02 2.860684189843450478e-02 1.014461150918814819e+05 3.372781947486964719e-06 2.155121968810743555e-02 3.104232796873309752e+01 5.065045234665696626e+03 1.005005612615473831e+00 1.326228903883534649e+00 8.459464525712062931e-12 0.000000000000000000e+00
3.030303030303030387e-02 3.422925020188606615e-02 1.014443712177762645e+05 3.366942064946565693e-06 2.141567713197765205e-02 3.801469646113594081e+01 5.063301360560479225e+03 1.003265472036718231e+00 1.317887823506317391e+00 8.406191414969024023e-12 0.000000000000000000e+00
3.535353535353535914e-02 3.988012956764815792e-02 1.014426383366484515e+05 3.360872816181537315e-06 2.128037411676933846e-02 4.534039557961514788e+01 5.061568479432666209e+03 1.001456985995170967e+00 1.309561484108882512e+00 8.353010145901463704e-12 0.000000000000000000e+00
4.040404040404040747e-02 4.555667415628776584e-02 1.014409164286821615e+05 3.354564311914341425e-06 2.114532006861149019e-02 5.303416562407444701e+01 5.059846571466376190e+03 9.995772077306838144e-01 1.301250465760707353e+00 8.299924312560351171e-12 0.000000000000000000e+00
4.545454545454545581e-02 5.125579422248054823e-02 1.014392054732804390e+05 3.348006716806911722e-06 2.101052481032338395e-02 6.111066560656684743e+01 5.058135616064653732e+03 9.976232065557376627e-01 1.292955372942977688e+00 8.246937664219984618e-12 0.000000000000000000e+00
5.050505050505051108e-02 5.697412331814560166e-02 1.014375054490329931e+05 3.341190319248548705e-06 2.087599855783276587e-02 6.958436905816577678e+01 5.056435591817207751e+03 9.955920886505088552e-01 1.284676834328170481e+00 8.194054104540278616e-12 0.000000000000000000e+00
5.555555555555555941e-02 6.270802927827662243e-02 1.014358163336845464e+05 3.334105606214795046e-06 2.074175191368389168e-02 7.846945226757587477e+01 5.054746476468761102e+03 9.934810193689629365e-01 1.276415502380547462e+00 8.141277689631321420e-12 0.000000000000000000e+00
