0.000000000000000000e+00 1.000000000000000021e-03 1.014550000000000000e+05 3.398883219515811707e-06 2.220271297118565218e-02 9.701136561392558200e-01 5.073930142784214695e+03 1.012783146204604856e+00 1.366320798226809519e+00 8.736047675818664035e-12 0.000000000000000000e+00
5.050505050505050934e-03 6.630768916713618635e-03 1.014531987459667434e+05 3.393917963524397531e-06 2.206172157124738908e-02 6.579689460806414480e+00 5.072128888750958140e+03 1.011303622708233485e+00 1.357644404384454884e+00 8.737510485898203391e-12 9.877532045454755910e-03
1.010101010101010187e-02 1.230461363300892723e-02 1.014514086336133769e+05 3.388756822357531685e-06 2.192089160049847871e-02 1.249277287889105637e+01 5.070338776397591573e+03 1.009765730273750606e+00 1.348977944646060578e+00 8.738990756042786347e-12 1.138147616894446407e-02
1.515151515151515194e-02 1.801804247089729832e-02 1.014496296412382071e+05 3.383390712526642158e-06 2.178028017163928173e-02 1.872289965428879555e+01 5.068559784022421809e+03 1.008166762246192949e+00 1.340324933639340577e+00 8.740487546100685787e-12 1.185286451461693528e-02
2.020202020202020374e-02 2.376911298985908208e-02 1.014478617512480560e+05 3.377809116314741468e-06 2.163989785368396548e-02 2.528575027891751859e+01 5.066791894032270648e+03 1.006503584605997981e+00 1.331686021765167371e+00 8.742000332342611581e-12 1.210267090203769914e-02
2.525252525252525554e-02 2.955555881780264765e-02 1.014461049453450687e+05 3.372001343281411417e-06 2.149975565265450569e-02 3.219726233613497612e+01 5.065035088129283395e+03 1.004773011866292087e+00 1.323061886317200564e+00 8.743528551476360656e-12 1.226944783634724943e-02
3.030303030303030387e-02 3.537478337131361172e-02 1.014443592044895195e+05 3.365956586584741892e-06 2.135986503498710221e-02 3.947354640098535583e+01 5.063289347273734165e+03 1.002971823855435263e+00 1.314453232922283554e+00 8.745071600796321818e-12 1.239661841676769835e-02
3.535353535353535914e-02 4.122385794154629496e-02 1.014426245088642172e+05 3.359663986500035957e-06 2.122023792200206788e-02 4.713079120061504312e+01 5.061554651648431900e+03 1.001096784644025073e+00 1.305860795200127544e+00 8.746628839007683681e-12 1.250217918365405419e-02
4.040404040404040747e-02 4.709952359692431978e-02 1.014409008378388098e+05 3.353112701649765264e-06 2.108088668036967386e-02 5.518515726516202591e+01 5.059830980623024516e+03 9.991446637696618227e-01 1.297285334176595528e+00 8.748199587589764028e-12 1.259494920916791154e-02
4.545454545454545581e-02 5.299819731309893950e-02 1.014391881699340884e+05 3.346291987530380153e-06 2.094182410833323599e-02 6.365265968787489470e+01 5.058118312718303059e+03 9.971122596359955903e-01 1.288727637435891582e+00 8.749783132765693254e-12 1.267977013985952667e-02
5.050505050505051108e-02 5.891598267071303241e-02 1.014374864827865676e+05 3.339191281652922820e-06 2.080306341749885504e-02 7.254904101418321716e+01 5.056416625570782344e+03 9.949964248825233781e-01 1.280188517999929720e+00 8.751378728145705555e-12 1.275953013432305251e-02
5.555555555555555941e-02 6.484868536680377105e-02 1.014357957531137799e+05 3.331800294331175083e-06 2.066461821007856484e-02 8.188963570220019506e+01 5.054725895897994633e+03 9.927940934372129211e-01 1.271668812927911896e+00 8.752985598106753346e-12 1.283606572545890022e-02
6.060606060606060774e-02 7.079183366769896402e-02 1.014341159566802089e+05 3.324109103865320554e-06 2.052650245156465575e-02 9.168922802364740221e+01 5.053046099464423605e+03 9.905023088788788010e-01 1.263169381634748234e+00 8.754602941963035583e-12 1.291060589607036409e-02
6.565656565656566301e-02 7.674070379278419285e-02 1.014324470682647370e+05 3.316108254595827518e-06 2.038873043891388168e-02 1.019619056820518921e+02 5.051377211048951722e+03 9.881182536548160922e-01 1.254691103933162077e+00 8.756229938965755265e-12 1.298400825422731109e-02
7.070707070707071829e-02 8.269035006407837729e-02 1.014307890616293589e+05 3.307788856058416191e-06 2.025131676443001072e-02 1.127209117890826207e+02 5.049719204413573607e+03 9.856392786265273376e-01 1.246234877811077890e+00 8.757865754148528565e-12 1.305689258733593212e-02
7.575757575757575968e-02 8.863563949262766306e-02 1.014291419094898883e+05 3.299142681273820365e-06 2.011427627564503842e-02 1.239784981340695822e+02 5.048072052274103044e+03 9.830629323576415279e-01 1.237801616962771911e+00 8.759509545004121769e-12 1.312972026151005417e-02
8.080808080808081495e-02 9.457129030719525764e-02 1.014275055834887316e+05 3.290162262072643208e-06 1.997762403161199712e-02 1.357457828809467628e+02 5.046435726272946340e+03 9.803869895183638938e-01 1.229392248099200113e+00 8.761160468941770464e-12 1.320284343295625822e-02
8.585858585858587022e-02 1.004919137727436212e-01 1.014258800541703531e+05 3.280840979300045003e-06 1.984137525612563249e-02 1.480326159097264451e+02 5.044810196954567800e+03 9.776094777642414524e-01 1.221007708069269837e+00 8.762817691430313838e-12 1.327653664424987938e-02
9.090909090909091161e-02 1.063920585052507001e-01 1.014242652909592871e+05 3.271173145777987489e-06 1.970554528848096620e-02 1.608474549703866501e+02 5.043195433743501781e+03 9.747287024568607183e-01 1.212648940829598176e+00 8.764480394686599337e-12 1.335101773736247811e-02
9.595959595959596689e-02 1.122662563747362646e-01 1.014226612621414097e+05 3.261154080029299379e-06 1.957014953245425973e-02 1.741972556281552897e+02 5.041591404925624374e+03 9.717432686317960533e-01 1.204316894304877650e+00 8.766147786721799645e-12 1.342646207084343887e-02
1.010101010101010222e-01 1.181090690080239952e-01 1.014210679348483973e+05 3.250780168986817865e-06 1.943520340424483364e-02 1.880873776522898311e+02 5.039998077632611967e+03 9.686520996843828168e-01 1.196012517184297685e+00 8.767819110515036320e-12 1.350301242029396109e-02
1.060606060606060635e-01 1.239151338629426585e-01 1.014194852750458522e+05 3.240048918214209654e-06 1.930072228014437230e-02 2.025215100476779639e+02 5.038415417830066872e+03 9.654544523342802886e-01 1.187736755701192415e+00 8.769493653049667207e-12 1.358078602746685612e-02
1.111111111111111188e-01 1.296792088497487061e-01 1.014179132475249935e+05 3.228958988538484902e-06 1.916672144470205064e-02 2.175016163711666763e+02 5.036843390309208189e+03 9.621499275410547725e-01 1.179490550443203389e+00 8.771170753924680902e-12 1.365987972574040851e-02
1.161616161616161741e-01 1.353962145242154913e-01 1.014163518158981169e+05 3.217510218417555598e-06 1.903321604012783025e-02 2.330279013427030748e+02 5.035281958682331606e+03 9.587384771691588314e-01 1.171274833238636015e+00 8.772849813247781792e-12 1.374037374353328199e-02
1.212121212121212155e-01 1.410612729672416077e-01 1.014148009425982018e+05 3.205703631815735300e-06 1.890022101762491372e-02 2.490987990902764011e+02 5.033731085382416495e+03 9.552204063346356744e-01 1.163090524161533468e+00 8.774530298527565543e-12 1.382233458376637587e-02
1.262626262626262708e-01 1.466697425925780340e-01 1.014132605888820981e+05 3.193541431810093891e-06 1.876775109126789867e-02 2.657109826960324312e+02 5.032190731666312786e+03 9.515963714999707834e-01 1.154938528693409294e+00 8.776211750312704990e-12 1.390581724739198277e-02
1.313131313131313260e-01 1.522172482792686354e-01 1.014117307148378750e+05 3.181026980575718289e-06 1.863582069494999077e-02 2.828593940762499415e+02 5.030660857622089679e+03 9.478673745101946491e-01 1.146819735073845825e+00 8.777893786372325468e-12 1.399086698399766571e-02
1.363636363636363813e-01 1.576997063990046855e-01 1.014102112793958222e+05 3.168164766775762211e-06 1.850444394281699351e-02 3.005372926639771549e+02 5.029141422180036898e+03 9.440347528759239770e-01 1.138735011865661395e+00 8.779576104272934142e-12 1.407752069586648905e-02
1.414141414141414366e-01 1.631133444904430130e-01 1.014087022403432638e+05 3.154960361694112122e-06 1.837363459349133227e-02 3.187363208974479676e+02 5.027632383127478533e+03 9.401001667019810437e-01 1.130685205753312994e+00 8.781258482276775313e-12 1.416580808356050943e-02
1.464646464646464641e-01 1.684547155122806117e-01 1.014072035543428501e+05 3.141420365682204335e-06 1.824340601827414282e-02 3.374465841685520218e+02 5.026133697127064806e+03 9.360655827298693943e-01 1.122671139586101319e+00 8.782940778559519510e-12 1.425575259484388423e-02
1.515151515151515194e-01 1.737207067752980505e-01 1.014057151769544435e+05 3.127552346640476403e-06 1.811377117340143630e-02 3.566567426633229161e+02 5.024645319738658145e+03 9.319332560067679072e-01 1.114693610670857815e+00 8.784622928816819611e-12 1.434737222062438741e-02
1.565656565656565746e-01 1.789085438029856534e-01 1.014042370626599004e+05 3.113364772318891625e-06 1.798474257632598494e-02 3.763541124308483177e+02 5.023167205444115098e+03 9.277057097127610064e-01 1.106753389312368441e+00 8.786304942392071608e-12 1.444068016900738362e-02
1.616161616161616299e-01 1.840157894951711115e-01 1.014027691648910550e+05 3.098866938205444683e-06 1.785633228590519442e-02 3.965247730402769548e+02 5.021699307675269665e+03 9.233857136733969462e-01 1.098851217594166041e+00 8.787986897109663551e-12 1.453568543982281143e-02
1.666666666666666852e-01 1.890403390659343708e-01 1.014013114360602922e+05 3.084068892685910828e-06 1.772855188629717665e-02 4.171536793132995626e+02 5.020241578844506876e+03 9.189762620591436226e-01 1.090987808387518854e+00 8.789668933035020660e-12 1.463239331595651144e-02
1.717171717171717404e-01 1.939804112948311232e-01 1.013998638275936974e+05 3.068981361015453491e-06 1.760141247430604267e-02 4.382247748324570011e+02 5.018793970377912046e+03 9.144805507308079173e-01 1.083163844572679668e+00 8.791351245404188567e-12 1.473080578369284285e-02
1.767676767676767957e-01 1.988345366697657768e-01 1.013984262899663008e+05 3.053615669457412041e-06 1.747492464987174254e-02 4.597211052021466458e+02 5.017356432750515523e+03 9.099019546347703047e-01 1.075379978453645968e+00 8.793034076971864966e-12 1.483092189149812917e-02
1.818181818181818232e-01 2.036015430130500015e-01 1.013969987727394619e+05 3.037983670731650776e-06 1.734909850937148279e-02 4.816249293570357963e+02 5.015928915523676551e+03 9.052440055884367620e-01 1.067636831345937676e+00 8.794717710020086879e-12 1.493273805483755559e-02
1.868686868686868785e-01 2.082805391726239019e-01 1.013955812245997950e+05 3.022097671688529324e-06 1.722394364138458284e-02 5.039178275503705891e+02 5.014511367384009645e+03 9.005103707288701909e-01 1.059934993315974516e+00 8.796402458251186953e-12 1.503624831343802412e-02
